"","publisher","date","type","XY","wqual","qual","freq"
"2253","NRC Handelsblad","19-2-2021","REA","?realityUD?_SocZek",-1,-1,1
"2254","NRC Handelsblad","19-2-2021","REA","?realityUD?_campagne",1,1,1
"2255","NRC Handelsblad","19-2-2021","REA","?realityUD?_coronabestrijding",1,0.5,2
"2256","NRC Handelsblad","19-2-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"2257","NRC Handelsblad","19-2-2021","SF","?realitySF?_CDA",-2,-0.666666666666667,3
"2258","NRC Handelsblad","19-2-2021","SF","?realitySF?_FvD",0,0,0.25
"2259","NRC Handelsblad","19-2-2021","SF","?realitySF?_JA21",0,0,0.25
"2260","NRC Handelsblad","19-2-2021","SF","?realitySF?_PVV",0,0,0.25
"2261","NRC Handelsblad","19-2-2021","SF","?realitySF?_VVD",0,0,0.25
"2262","NRC Handelsblad","19-2-2021","SP","society_PvdD",-1,-1,1
"2263","NRC Handelsblad","2-2-2021","IP","party_coronabestrijding",0,0,1
"2264","NRC Handelsblad","2-2-2021","MP","media_CDA",0,0,1
"2265","NRC Handelsblad","2-2-2021","REA","?realityUD?_SocZek",0,0,1
"2266","NRC Handelsblad","2-2-2021","REA","?realityUD?_belastHeffing",0,0,1
"2267","NRC Handelsblad","2-2-2021","REA","?realityUD?_campagne",1,1,1
"2268","NRC Handelsblad","2-2-2021","REA","?realityUD?_coronabestrijding",-1,-0.166666666666667,6
"2269","NRC Handelsblad","2-2-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"2270","NRC Handelsblad","2-2-2021","REA","?realityUD?_geZorg",1,1,1
"2271","NRC Handelsblad","2-2-2021","REA","?realityUD?_integratie",-1,-1,1
"2272","NRC Handelsblad","2-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"2273","NRC Handelsblad","2-3-2021","IP","party_klimaatMilieu",2,1,2
"2274","NRC Handelsblad","2-3-2021","IP","party_vrijheidsrechten",-1,-1,1
"2275","NRC Handelsblad","2-3-2021","MP","media_GroenLinks",0,0,1
"2276","NRC Handelsblad","2-3-2021","REA","?realityUD?_SocZek",1,1,1
"2277","NRC Handelsblad","2-3-2021","REA","?realityUD?_belastHeffing",1,1,1
"2278","NRC Handelsblad","2-3-2021","REA","?realityUD?_campagne",1,1,1
"2279","NRC Handelsblad","2-3-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"2280","NRC Handelsblad","2-3-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"2281","NRC Handelsblad","2-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2282","NRC Handelsblad","2-3-2021","SF","?realitySF?_CDA",0,0,2
"2283","NRC Handelsblad","2-3-2021","SF","?realitySF?_D66",-1,-0.5,2
"2284","NRC Handelsblad","2-3-2021","SF","?realitySF?_GroenLinks",0,0,2
"2285","NRC Handelsblad","20-2-2021","IP","party_campagne",-1,-0.5,2
"2286","NRC Handelsblad","20-2-2021","IP","party_coronabestrijding",2,1,2
"2287","NRC Handelsblad","20-2-2021","IP","party_integratie",-1,-1,1
"2288","NRC Handelsblad","20-2-2021","IP","party_klimaatMilieu",2,1,2
"2289","NRC Handelsblad","20-2-2021","MP","media_VVD",-1,-1,1
"2290","NRC Handelsblad","20-2-2021","REA","?realityUD?_campagne",-2,-1,2
"2291","NRC Handelsblad","20-2-2021","REA","?realityUD?_coronabestrijding",-2,-0.25,8
"2292","NRC Handelsblad","20-2-2021","REA","?realityUD?_coronaverspreiding",4,1,4
"2293","NRC Handelsblad","20-2-2021","REA","?realityUD?_klimaatMilieu",4,1,4
"2294","NRC Handelsblad","20-2-2021","REA","?realityUD?_normenWaarden",0,0,2
"2295","NRC Handelsblad","20-2-2021","REA","?realityUD?_woning",2,1,2
"2296","NRC Handelsblad","20-2-2021","SF","?realitySF?_CDA",0,0,4
"2297","NRC Handelsblad","20-2-2021","SF","?realitySF?_GroenLinks",-0.25,-1,0.25
"2298","NRC Handelsblad","20-2-2021","SF","?realitySF?_PVV",1,1,1
"2299","NRC Handelsblad","20-2-2021","SF","?realitySF?_PvdA",-0.25,-1,0.25
"2300","NRC Handelsblad","20-2-2021","SF","?realitySF?_PvdD",-0.25,-1,0.25
"2301","NRC Handelsblad","20-2-2021","SF","?realitySF?_SP",-0.25,-1,0.25
"2302","NRC Handelsblad","20-2-2021","SF","?realitySF?_VVD",-2,-0.285714285714286,7
"2303","NRC Handelsblad","22-2-2021","MP","media_FvD",-2,-1,2
"2304","NRC Handelsblad","22-2-2021","MP","media_VVD",-2,-1,2
"2305","NRC Handelsblad","22-2-2021","REA","?realityUD?_coronabestrijding",2,1,2
"2306","NRC Handelsblad","22-2-2021","SF","?realitySF?_FvD",-2,-1,2
"2307","NRC Handelsblad","23-2-2021","IP","party_coronabestrijding",-1,-1,1
"2308","NRC Handelsblad","23-2-2021","REA","?realityUD?_SocZek",-1,-1,1
"2309","NRC Handelsblad","23-2-2021","REA","?realityUD?_campagne",0,0,2
"2310","NRC Handelsblad","23-2-2021","REA","?realityUD?_coronaverspreiding",0,0,2
"2311","NRC Handelsblad","23-2-2021","SF","?realitySF?_CDA",0,0,3
"2312","NRC Handelsblad","23-2-2021","SF","?realitySF?_D66",0,0,1
"2313","NRC Handelsblad","23-2-2021","SF","?realitySF?_FvD",0,0,1
"2314","NRC Handelsblad","23-2-2021","SF","?realitySF?_GroenLinks",-0.25,-1,0.25
"2315","NRC Handelsblad","23-2-2021","SF","?realitySF?_PVV",0,0,2
"2316","NRC Handelsblad","23-2-2021","SF","?realitySF?_PvdA",-0.25,-0.333333333333333,2.25
"2317","NRC Handelsblad","23-2-2021","SF","?realitySF?_PvdD",-0.25,-1,0.25
"2318","NRC Handelsblad","23-2-2021","SF","?realitySF?_SP",-0.25,-1,0.25
"2319","NRC Handelsblad","23-2-2021","SF","?realitySF?_VVD",1,0.333333333333333,3
"2320","NRC Handelsblad","24-2-2021","IP","party_coronabestrijding",-1,-1,1
"2321","NRC Handelsblad","24-2-2021","MP","media_GroenLinks",0,0,1
"2322","NRC Handelsblad","24-2-2021","MP","media_PVV",1,1,1
"2323","NRC Handelsblad","24-2-2021","REA","?realityUD?_campagne",0,0,3
"2324","NRC Handelsblad","24-2-2021","REA","?realityUD?_coronabestrijding",0,0,3
"2325","NRC Handelsblad","24-2-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"2326","NRC Handelsblad","24-2-2021","REA","?realityUD?_klimaatMilieu",0,0,3
"2327","NRC Handelsblad","24-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"2328","NRC Handelsblad","24-2-2021","SF","?realitySF?_CDA",0,0,2
"2329","NRC Handelsblad","24-2-2021","SF","?realitySF?_PVV",0,0,1
"2330","NRC Handelsblad","24-2-2021","SF","?realitySF?_VVD",1,0.333333333333333,3
"2331","NRC Handelsblad","25-2-2021","IP","party_campagne",0,0,1
"2332","NRC Handelsblad","25-2-2021","IP","party_coronabestrijding",-1,-1,1
"2333","NRC Handelsblad","25-2-2021","MP","media_PvdA",-1,-1,1
"2334","NRC Handelsblad","25-2-2021","MP","media_VVD",0,0,2
"2335","NRC Handelsblad","25-2-2021","REA","?realityUD?_SocZek",1,1,1
"2336","NRC Handelsblad","25-2-2021","REA","?realityUD?_begrotingssaldo",-1,-1,1
"2337","NRC Handelsblad","25-2-2021","REA","?realityUD?_campagne",0,0,1
"2338","NRC Handelsblad","25-2-2021","REA","?realityUD?_ondernemingsklimaat",2,1,2
"2339","NRC Handelsblad","25-2-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2340","NRC Handelsblad","25-2-2021","SF","?realitySF?_CU",0,0,1
"2341","NRC Handelsblad","25-2-2021","SF","?realitySF?_D66",0,0,4
"2342","NRC Handelsblad","25-2-2021","SF","?realitySF?_PvdA",0,0,1
"2343","NRC Handelsblad","25-2-2021","SF","?realitySF?_VVD",0,0,2
"2344","NRC Handelsblad","26-2-2021","CP","politics_VVD",-2,-1,2
"2345","NRC Handelsblad","26-2-2021","IP","party_klimaatMilieu",-1,-1,1
"2346","NRC Handelsblad","26-2-2021","MP","media_FvD",-1,-1,1
"2347","NRC Handelsblad","26-2-2021","REA","?realityUD?_OenW",-2,-1,2
"2348","NRC Handelsblad","26-2-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"2349","NRC Handelsblad","26-2-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2350","NRC Handelsblad","26-2-2021","REA","?realityUD?_woning",1,1,1
"2351","NRC Handelsblad","26-2-2021","SF","?realitySF?_VVD",-1,-1,1
"2352","NRC Handelsblad","26-2-2021","SP","society_FvD",-1,-1,1
"2353","NRC Handelsblad","27-2-2021","IP","party_SocZek",0,0,1
"2354","NRC Handelsblad","27-2-2021","IP","party_coronabestrijding",1,1,1
"2355","NRC Handelsblad","27-2-2021","IP","party_coronaverspreiding",0,0,1
"2356","NRC Handelsblad","27-2-2021","IP","party_normenWaarden",3,1,3
"2357","NRC Handelsblad","27-2-2021","IP","party_vrijheidsrechten",-1,-1,1
"2358","NRC Handelsblad","27-2-2021","MP","media_BIJ1",0,0,1
"2359","NRC Handelsblad","27-2-2021","MP","media_DENK",0,0,1
"2360","NRC Handelsblad","27-2-2021","MP","media_FvD",0,0,1
"2361","NRC Handelsblad","27-2-2021","MP","media_PvdD",0,0,1
"2362","NRC Handelsblad","27-2-2021","MP","media_VVD",-1,-0.5,2
"2363","NRC Handelsblad","27-2-2021","REA","?realityUD?_SocZek",-1,-0.5,2
"2364","NRC Handelsblad","27-2-2021","REA","?realityUD?_campagne",0,0,1
"2365","NRC Handelsblad","27-2-2021","REA","?realityUD?_coronabestrijding",-3,-1,3
"2366","NRC Handelsblad","27-2-2021","REA","?realityUD?_coronaverspreiding",4,0.8,5
"2367","NRC Handelsblad","27-2-2021","REA","?realityUD?_klimaatMilieu",-1,-0.5,2
"2368","NRC Handelsblad","27-2-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"2369","NRC Handelsblad","27-2-2021","REA","?realityUD?_woning",0,0,2
"2370","NRC Handelsblad","27-2-2021","SF","?realitySF?_50Plus",0,0,2
"2371","NRC Handelsblad","27-2-2021","SF","?realitySF?_CDA",0,0,2
"2372","NRC Handelsblad","27-2-2021","SF","?realitySF?_ChristelijkePartij",0,0,1
"2373","NRC Handelsblad","27-2-2021","SF","?realitySF?_DENK",0,0,2
"2374","NRC Handelsblad","27-2-2021","SF","?realitySF?_FvD",1,0.5,2
"2375","NRC Handelsblad","27-2-2021","SF","?realitySF?_GroenLinks",0,0,1
"2376","NRC Handelsblad","27-2-2021","SF","?realitySF?_PVV",-1,-1,1
"2377","NRC Handelsblad","27-2-2021","SF","?realitySF?_PvdA",0,0,1
"2378","NRC Handelsblad","27-2-2021","SF","?realitySF?_PvdD",0,0,1
"2379","NRC Handelsblad","27-2-2021","SF","?realitySF?_SP",0,0,1
"2380","NRC Handelsblad","27-2-2021","SF","?realitySF?_VVD",0,0,3
"2381","NRC Handelsblad","27-2-2021","SP","society_CDA",1,1,1
"2382","NRC Handelsblad","27-2-2021","SP","society_VVD",-1,-1,1
"2383","NRC Handelsblad","3-2-2021","IP","party_OenW",1,1,1
"2384","NRC Handelsblad","3-2-2021","IP","party_coronabestrijding",-2,-1,2
"2385","NRC Handelsblad","3-2-2021","IP","party_ondernemingsklimaat",1,1,1
"2386","NRC Handelsblad","3-2-2021","MP","media_VVD",1,1,1
"2387","NRC Handelsblad","3-2-2021","REA","?realityUD?_coronabestrijding",1,0.25,4
"2388","NRC Handelsblad","3-2-2021","REA","?realityUD?_coronaverspreiding",-1,-0.5,2
"2389","NRC Handelsblad","3-2-2021","REA","?realityUD?_geZorg",1,1,1
"2390","NRC Handelsblad","3-2-2021","REA","?realityUD?_infrastructuur",1,1,1
"2391","NRC Handelsblad","3-2-2021","REA","?realityUD?_integratie",-1,-1,1
"2392","NRC Handelsblad","3-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,1
"2393","NRC Handelsblad","3-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"2394","NRC Handelsblad","3-2-2021","SF","?realitySF?_VVD",0,0,2
"2395","NRC Handelsblad","3-2-2021","SP","society_CDA",0,0,2
"2396","NRC Handelsblad","3-3-2021","IP","party_begrotingssaldo",2,1,2
"2397","NRC Handelsblad","3-3-2021","IP","party_coronabestrijding",-1,-1,1
"2398","NRC Handelsblad","3-3-2021","IP","party_klimaatMilieu",-1,-1,1
"2399","NRC Handelsblad","3-3-2021","MP","media_PVV",1,1,1
"2400","NRC Handelsblad","3-3-2021","REA","?realityUD?_coronabestrijding",-2,-1,2
"2401","NRC Handelsblad","3-3-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"2402","NRC Handelsblad","3-3-2021","REA","?realityUD?_geZorg",1,1,1
"2403","NRC Handelsblad","3-3-2021","REA","?realityUD?_klimaatMilieu",-1,-1,1
"2404","NRC Handelsblad","3-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2405","NRC Handelsblad","3-3-2021","SF","?realitySF?_CDA",-1,-1,1
"2406","NRC Handelsblad","3-3-2021","SF","?realitySF?_FvD",1,0.5,2
"2407","NRC Handelsblad","3-3-2021","SF","?realitySF?_PVV",1,0.333333333333333,3
"2408","NRC Handelsblad","3-3-2021","SF","?realitySF?_PvdA",-1,-1,1
"2409","NRC Handelsblad","3-3-2021","SP","society_FvD",-2,-1,2
"2410","NRC Handelsblad","3-3-2021","SP","society_PVV",1,0.333333333333333,3
"2411","NRC Handelsblad","4-2-2021","CP","politics_CDA",0,0,2
"2412","NRC Handelsblad","4-2-2021","CP","politics_SP",1,1,1
"2413","NRC Handelsblad","4-2-2021","IP","party_bestVernieuw",1,1,1
"2414","NRC Handelsblad","4-2-2021","IP","party_klimaatMilieu",1,1,1
"2415","NRC Handelsblad","4-2-2021","MP","media_CDA",-1,-1,1
"2416","NRC Handelsblad","4-2-2021","MP","media_GroenLinks",1,1,1
"2417","NRC Handelsblad","4-2-2021","REA","?realityUD?_OenW",-2,-1,2
"2418","NRC Handelsblad","4-2-2021","REA","?realityUD?_coronabestrijding",1,0.5,2
"2419","NRC Handelsblad","4-2-2021","REA","?realityUD?_coronaverspreiding",-1,-0.5,2
"2420","NRC Handelsblad","4-2-2021","REA","?realityUD?_geZorg",0,0,1
"2421","NRC Handelsblad","4-2-2021","REA","?realityUD?_infrastructuur",1,1,1
"2422","NRC Handelsblad","4-2-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2423","NRC Handelsblad","4-2-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"2424","NRC Handelsblad","4-2-2021","SF","?realitySF?_CodeOranje",0,0,1
"2425","NRC Handelsblad","4-2-2021","SF","?realitySF?_GroenLinks",0,0,2
"2426","NRC Handelsblad","4-3-2021","IP","party_OenW",0,0,1
"2427","NRC Handelsblad","4-3-2021","IP","party_begrotingssaldo",-3,-0.75,5
"2428","NRC Handelsblad","4-3-2021","IP","party_campagne",0,0,2
"2429","NRC Handelsblad","4-3-2021","IP","party_ondernemingsklimaat",-1,-1,1
"2430","NRC Handelsblad","4-3-2021","MP","media_D66",0,0,1
"2431","NRC Handelsblad","4-3-2021","MP","media_FvD",-1,-1,1
"2432","NRC Handelsblad","4-3-2021","MP","media_GroenLinks",0,0,1
"2433","NRC Handelsblad","4-3-2021","MP","media_VOLT",0,0,1
"2434","NRC Handelsblad","4-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"2435","NRC Handelsblad","4-3-2021","REA","?realityUD?_ondernemingsklimaat",0,0,1
"2436","NRC Handelsblad","4-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2437","NRC Handelsblad","4-3-2021","SF","?realitySF?_CDA",0,0,2
"2438","NRC Handelsblad","4-3-2021","SF","?realitySF?_D66",0,0,1
"2439","NRC Handelsblad","4-3-2021","SF","?realitySF?_FvD",-1,-1,1
"2440","NRC Handelsblad","4-3-2021","SF","?realitySF?_GroenLinks",0,0,3
"2441","NRC Handelsblad","4-3-2021","SF","?realitySF?_PVV",0,0,1
"2442","NRC Handelsblad","4-3-2021","SF","?realitySF?_VVD",-1,-0.25,4
"2443","NRC Handelsblad","4-3-2021","SP","society_VVD",-1,-0.333333333333333,3
"2444","NRC Handelsblad","5-2-2021","IP","party_vrijheidsrechten",-2,-1,2
"2445","NRC Handelsblad","5-2-2021","MP","media_CDA",-2,-1,2
"2446","NRC Handelsblad","5-2-2021","MP","media_FvD",-2,-1,2
"2447","NRC Handelsblad","5-2-2021","MP","media_PVV",-2,-1,2
"2448","NRC Handelsblad","5-2-2021","REA","?realityUD?_bestrijdingCrim",2,1,2
"2449","NRC Handelsblad","5-2-2021","REA","?realityUD?_campagne",-2,-1,2
"2450","NRC Handelsblad","5-2-2021","REA","?realityUD?_coronabestrijding",0,0,4
"2451","NRC Handelsblad","5-2-2021","REA","?realityUD?_coronaverspreiding",4,1,4
"2452","NRC Handelsblad","5-2-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"2453","NRC Handelsblad","5-2-2021","REA","?realityUD?_woning",0,0,4
"2454","NRC Handelsblad","5-2-2021","SF","?realitySF?_PVV",0,0,2
"2455","NRC Handelsblad","5-2-2021","SF","?realitySF?_PvdA",0,0,2
"2456","NRC Handelsblad","5-2-2021","SF","?realitySF?_VVD",0,0,2
"2457","NRC Handelsblad","5-3-2021","IP","party_klimaatMilieu",4,1,4
"2458","NRC Handelsblad","5-3-2021","MP","media_CDA",1,0.25,4
"2459","NRC Handelsblad","5-3-2021","REA","?realityUD?_infrastructuur",-2,-1,2
"2460","NRC Handelsblad","5-3-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2461","NRC Handelsblad","5-3-2021","REA","?realityUD?_vrijheidsrechten",-2,-1,2
"2462","NRC Handelsblad","5-3-2021","SF","?realitySF?_CDA",1,0.166666666666667,6
"2463","NRC Handelsblad","5-3-2021","SF","?realitySF?_D66",0,0,4
"2464","NRC Handelsblad","5-3-2021","SF","?realitySF?_PVV",0,0,2
"2465","NRC Handelsblad","5-3-2021","SF","?realitySF?_PvdD",-1,-1,1
"2466","NRC Handelsblad","5-3-2021","SF","?realitySF?_VVD",-1,-1,1
"2467","NRC Handelsblad","5-3-2021","SP","society_D66",1,0.2,5
"2468","NRC Handelsblad","5-3-2021","SP","society_PvdD",4,1,4
"2469","NRC Handelsblad","6-2-2021","CP","politics_PvdA",0,0,2
"2470","NRC Handelsblad","6-2-2021","IP","party_SocZek",2,1,2
"2471","NRC Handelsblad","6-2-2021","IP","party_coronabestrijding",2,0.5,4
"2472","NRC Handelsblad","6-2-2021","IP","party_vrijheidsrechten",-2,-1,2
"2473","NRC Handelsblad","6-2-2021","IP","party_werk",0,0,2
"2474","NRC Handelsblad","6-2-2021","REA","?realityUD?_OenW",2,1,2
"2475","NRC Handelsblad","6-2-2021","REA","?realityUD?_SocZek",-2,-1,2
"2476","NRC Handelsblad","6-2-2021","REA","?realityUD?_campagne",0,0,2
"2477","NRC Handelsblad","6-2-2021","REA","?realityUD?_coronabestrijding",0,0,6
"2478","NRC Handelsblad","6-2-2021","REA","?realityUD?_coronaverspreiding",4,0.666666666666667,6
"2479","NRC Handelsblad","6-2-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2480","NRC Handelsblad","6-2-2021","REA","?realityUD?_ondernemingsklimaat",-2,-1,2
"2481","NRC Handelsblad","6-2-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"2482","NRC Handelsblad","6-2-2021","REA","?realityUD?_vrijheidsrechten",-2,-0.25,8
"2483","NRC Handelsblad","6-2-2021","SF","?realitySF?_CDA",-2,-0.5,4
"2484","NRC Handelsblad","6-2-2021","SF","?realitySF?_D66",-2,-0.5,4
"2485","NRC Handelsblad","6-2-2021","SF","?realitySF?_GroenLinks",0,0,4
"2486","NRC Handelsblad","6-2-2021","SF","?realitySF?_PvdA",0,0,4
"2487","NRC Handelsblad","6-2-2021","SF","?realitySF?_SP",0,0,2
"2488","NRC Handelsblad","6-2-2021","SF","?realitySF?_VVD",0,0,2
"2489","NRC Handelsblad","6-3-2021","IP","party_coronabestrijding",3,1,3
"2490","NRC Handelsblad","6-3-2021","MP","media_SP",1,1,1
"2491","NRC Handelsblad","6-3-2021","MP","media_VVD",0,0,1
"2492","NRC Handelsblad","6-3-2021","REA","?realityUD?_OenW",-1,-0.333333333333333,3
"2493","NRC Handelsblad","6-3-2021","REA","?realityUD?_SocZek",-1,-1,1
"2494","NRC Handelsblad","6-3-2021","REA","?realityUD?_belastHeffing",-1,-1,1
"2495","NRC Handelsblad","6-3-2021","REA","?realityUD?_campagne",-2,-1,2
"2496","NRC Handelsblad","6-3-2021","REA","?realityUD?_coronabestrijding",0,0,2
"2497","NRC Handelsblad","6-3-2021","REA","?realityUD?_coronaverspreiding",0,0,2
"2498","NRC Handelsblad","6-3-2021","REA","?realityUD?_infrastructuur",-2,-1,2
"2499","NRC Handelsblad","6-3-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"2500","NRC Handelsblad","6-3-2021","SP","society_VVD",1,1,1
"2501","NRC Handelsblad","8-2-2021","IP","party_coronabestrijding",0,0,1
"2502","NRC Handelsblad","8-2-2021","IP","party_normenWaarden",-2,-1,2
"2503","NRC Handelsblad","8-2-2021","REA","?realityUD?_OenW",-1,-1,1
"2504","NRC Handelsblad","8-2-2021","REA","?realityUD?_SocZek",-1,-1,1
"2505","NRC Handelsblad","8-2-2021","REA","?realityUD?_geZorg",-1,-1,1
"2506","NRC Handelsblad","8-2-2021","REA","?realityUD?_integratie",-1,-1,1
"2507","NRC Handelsblad","8-2-2021","REA","?realityUD?_normenWaarden",2,1,2
"2508","NRC Handelsblad","8-2-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"2509","NRC Handelsblad","8-2-2021","REA","?realityUD?_ontwikkelingCrim",3,1,3
"2510","NRC Handelsblad","8-2-2021","REA","?realityUD?_vrijheidsrechten",-2,-1,2
"2511","NRC Handelsblad","8-2-2021","SF","?realitySF?_CDA",0,0,2
"2512","NRC Handelsblad","8-3-2021","IP","party_OenW",0,0,2
"2513","NRC Handelsblad","8-3-2021","IP","party_SocZek",0,0.6,2
"2514","NRC Handelsblad","8-3-2021","IP","party_integratie",-1,-1,1
"2515","NRC Handelsblad","8-3-2021","IP","party_normenWaarden",-1,-1,1
"2516","NRC Handelsblad","8-3-2021","IP","party_vrijheidsrechten",-1,-1,1
"2517","NRC Handelsblad","8-3-2021","MP","media_CDA",-2,-1,2
"2518","NRC Handelsblad","8-3-2021","MP","media_D66",0,0,1
"2519","NRC Handelsblad","8-3-2021","MP","media_PVV",0,0,1
"2520","NRC Handelsblad","8-3-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"2521","NRC Handelsblad","8-3-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"2522","NRC Handelsblad","8-3-2021","SP","society_PVV",-1,-0.333333333333333,3
"2523","NRC Handelsblad","8-3-2021","SP","society_VVD",1,1,1
"2524","NRC Handelsblad","9-2-2021","IP","party_bestrijdingCrim",1,1,1
"2525","NRC Handelsblad","9-2-2021","IP","party_coronabestrijding",0,0,2
"2526","NRC Handelsblad","9-2-2021","IP","party_klimaatMilieu",2,1,2
"2527","NRC Handelsblad","9-2-2021","IP","party_ondernemingsklimaat",1,1,1
"2528","NRC Handelsblad","9-2-2021","IP","party_woning",8,1,8
"2529","NRC Handelsblad","9-2-2021","MP","media_VVD",-2,-1,2
"2530","NRC Handelsblad","9-2-2021","REA","?realityUD?_SocZek",-2,-1,2
"2531","NRC Handelsblad","9-2-2021","REA","?realityUD?_coronabestrijding",4,1,4
"2532","NRC Handelsblad","9-2-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"2533","NRC Handelsblad","9-2-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2534","NRC Handelsblad","9-2-2021","SF","?realitySF?_CDA",-4,-0.5,8
"2535","NRC Handelsblad","9-2-2021","SF","?realitySF?_D66",0,0,2
"2536","NRC Handelsblad","9-2-2021","SF","?realitySF?_GroenLinks",0,0,2
"2537","NRC Handelsblad","9-2-2021","SF","?realitySF?_VVD",0,0,6
"2538","NRC Handelsblad","9-3-2021","IP","party_campagne",1,1,1
"2539","NRC Handelsblad","9-3-2021","IP","party_coronabestrijding",-1,-0.333333333333333,3
"2540","NRC Handelsblad","9-3-2021","IP","party_coronaverspreiding",-1,-0.5,2
"2541","NRC Handelsblad","9-3-2021","IP","party_klimaatMilieu",2,1,2
"2542","NRC Handelsblad","9-3-2021","IP","party_normenWaarden",1,1,1
"2543","NRC Handelsblad","9-3-2021","IP","party_vrijheidsrechten",1,1,1
"2544","NRC Handelsblad","9-3-2021","MP","media_CDA",-1,-0.333333333333333,3
"2545","NRC Handelsblad","9-3-2021","MP","media_CU",-1,-1,1
